Subject age	Gender	Race	State	Method of death	Disposition	Date of Death	Year	Col 9
41	Male	Unknown race	NM	Gunshot	Justified	July 27, 2010	2010	
42.	Male	African-American/Black	NV	Gunshot	Justified	July 3, 2010	2010	
37.	Male	African-American/Black	CA	Gunshot	Justified	November 8, 2010	2010	
32.	Male	Unknown race	NY	Gunshot	Unreported	April 1, 2010	2010	
33.	Male	Unknown race	OR	Vehicle	Unreported	July 4, 2010	2010	
37.	Male	Unknown race	OR	Vehicle	Unreported	July 4, 2010	2010	
43.	Male	African-American/Black	NY	Gunshot	Justified	October 12, 2010	2010	
40.	Female	Unknown race	MA	Gunshot	Unreported	October 13, 2010	2010	
34.	Male	Hispanic/Latino	KS	Gunshot	Unreported	October 14, 2010	2010	
21.	Male	African-American/Black	NY	Gunshot	Unknown	October 16, 2010	2010	
35.	Male	European-American/White	CO	Gunshot	Excusable	April 14, 2010	2010	
22.	Male	Hispanic/Latino	NE	Gunshot	Justified	June 22, 2010	2010	
62.	Male	Unknown race	OR	Gunshot	Justified	June 23, 2010	2010	
18.	Male	European-American/White	CA	Gunshot	Justified	June 24, 2010	2010	
48.	Male	Unknown race	NY	Gunshot	Unreported	June 24, 2010	2010	
45.	Male	Unknown race	OH	Gunshot	Justified	June 27, 2010	2010	
21.	Male	African-American/Black	KY	Asphyxiated	Justified	April 18, 2010	2010	
32.	Male	African-American/Black	MD	Gunshot	Criminal	June 4, 2010	2010	
53.	Male	European-American/White	NY	Beaten	Unreported	April 2, 2010	2010	
39.	Female	European-American/White	NV	Gunshot	Jusified	June 7, 2010	2010	
32.	Male	European-American/White	UT	Tasered	Unreported	June 9, 2010	2010	
75.	Female	European-American/White	UT	Vehicle	Justified	March 10, 2010	2010	
71.	Female	European-American/White	UT	Vehicle	Justified	March 10, 2010	2010	
44.	Male	European-American/White	NY	Tasered	Unreported	March 10, 2010	2010	
52.	Female	European-American/White	FL	Gunshot	Unreported	March 13, 2010	2010	
38.	Male	European-American/White	NV	Gunshot	Suicide	April 22, 2010	2010	
27.	Male	African-American/Black	CA	Gunshot		March 20, 2010	2010	
41.	Male	Unknown race	GA	Gunshot	Unreported	March 22, 2010	2010	
58.	Male	European-American/White	OR	Gunshot	Justified	March 22, 2010	2010	
57.	Male	Unknown race	NY	Gunshot	Justified	March 22, 2010	2010	
	Male	European-American/White	ME	Gunshot	Justified	April 23, 2010	2010	
26.	Male	African-American/Black	NV	Gunshot	Jusified	March 23, 2010	2010	
47.	Female	Unknown race	ME	Gunshot	Justified	March 24, 2010	2010	
46.	Male	European-American/White	WA	Gunshot	Unreported	March 26, 2010	2010	
48.	Male	African-American/Black	MA	unknown	Unreported	March 27, 2010	2010	
27	Male	Unknown race	GA	Gunshot	Unknown	March 28, 2010	2010	
26	Male	Unknown race	NM	Gunshot	Justified	March 29, 2010	2010	
27	Male	African-American/Black	CA	Gunshot	Unknown	April 25, 2010	2010	
26.	Male	African-American/Black	ME	Gunshot	Justified	March 7, 2010	2010	
22.	Male	Unknown race	NY	Gunshot	Unreported	March 8, 2010	2010	
25.	Male	African-American/Black	OR	Gunshot	justified	May 12, 2010	2010	
25.	Male	African-American/Black	OR	Gunshot, Tasered, Beaten, Bean bag rounds	Justified	May 12, 2010	2010	
22.	Male	African-American/Black	TN	Gunshot	Justified	April 28, 2010	2010	
45.	Male	European-American/White	NV	Gunshot	Jusified	May 15, 2010	2010	
7	Female	African-American/Black	MI	Gunshot	Criminal	May 16, 2010	2010	
23.	Male	European-American/White	OR	Gunshot	Unreported	May 19, 2010	2010	
26	Male	European-American/White	NV	Vehicle	Officer faced manslaughter charges and was found not guilty	May 19, 2010	2010	
61.	Male	European-American/White	FL	Gunshot	Justified	May 19, 2010	2010	
67	Female	European-American/White	CA	Gunshot	Justified	May 21, 2010	2010	
34.	Male	Unknown race	OR	Gunshot	Unreported	April 30, 2010	2010	
59.	Male	European-American/White	ID	Vehicle	Justified	May 22, 2010	2010	
53.	Male	European-American/White	CT	Gunshot	Justified	May 23, 2010	2010	
35.	Male	Unknown race	CT	Taser	Justified	May 24, 2010	2010	
79.	Male	European-American/White	NY	Gunshot	Justified	May 27, 2010	2010	
42.	Male	Hispanic/Latino	CA	Tasered, Bludgeoned with instrument, Beaten	Justified	May 28, 2010	2010	
29.	Male	European-American/White	WA	Gunshot	Justified	November 12, 2010	2010	
32.	Male	European-American/White	NV	Gunshot	Justified	November 15, 2010	2010	
22.	Male	European-American/White	NV	Gunshot	Justified	November 15, 2010	2010	
47	Male	European-American/White	ID	Gunshot	Unknown	November 16, 2010	2010	
21.	Male	European-American/White	MA	Gunshot	Unreported	November 2, 2010	2010	
20.	Male	Hispanic/Latino	OR	Gunshot	Justified	August 11, 2010	2010	
48.	Male	European-American/White	NY	Gunshot	Unreported	November 20, 2010	2010	
46.	Male	European-American/White	OR	Gunshot (with death by smoke inhalation)	justified	November 23, 2010	2010	
60.	Male	European-American/White	CA	Gunshot	Justified	November 28, 2010	2010	
21.	Male	African-American/Black	NY	Gunshot	Justified	July 30, 2011	2011	
27	Male	European-American/White	OH	Gunshot	Justified	July 4, 2011	2011	
24.	Male	European-American/White	WY	Gunshot	Unknown	July 4, 2011	2011	
39.	Male	Unknown race	NH	Gunshot	Justified	June 27, 2011	2011	
54.	Male	Hispanic/Latino	NV	Gunshot	Justified	July 4, 2011	2011	
24.	Female	Hispanic/Latino	FL	Gunshot	Unreported	June 28, 2011	2011	
22.	Male	African-American/Black	WI	Medical emergency	Unreported	July 6, 2011	2011	
25.	Male	European-American/White	WA	Gunshot	Unknown	June 29, 2011	2011	
55	Male	Unknown race	CA	Gunshot	Justified	June 29, 2011	2011	
40	Male	European-American/White	OH	Gunshot	Justified	April 18, 2011	2011	
23	Male	African-American/Black	OH	Gunshot	Justified	April 18, 2011	2011	
25.	Male	European-American/White	MA	Gunshot	Unreported	April 10, 2011	2011	
36.	Male	Unknown race	FL	Gunshot	Justified	June 30, 2011	2011	
39.	Male	Hispanic/Latino	FL	Gunshot	Justified	June 30, 2011	2011	
52.	Male	Unknown race	FL	Gunshot	Justified	June 30, 2011	2011	
39.	Male	Unknown race	FL	Gunshot	Justified		2011	
32.	Male	Hispanic/Latino	NV	Gunshot	Justified	April 19, 2011	2011	
41	Male	Unknown race	NM	Gunshot	Justified	June 4, 2011	2011	
26.	Male	African-American/Black	OR	Medical emergency	justified	July 9, 2011	2011	
27	Male	Unknown race	NM	Gunshot	Justified	April 12, 2011	2011	
27.	Male	European-American/White, Hispanic/Latino	WA	Gunshot	Justified	June 5, 2011	2011	
54.	Male	European-American/White	TX	Gunshot	Unreported	April 2, 2011	2011	
62.	Female	European-American/White	AZ	Gunshot	Justified	April 2, 2011	2011	
52.	Male	Unknown race	NV	Gunshot	Justified	April 12, 2011	2011	
55.	Male	Unknown race	DC	Gunshot	Unreported	June 14, 2011	2011	
29.	Male	African-American/Black	IL	Gunshot	Justified	June 7, 2011	2011	
25.	Male	Unknown race	MA	Gunshot	Justified	June 14, 2011	2011	
50	Male	European-American/White	ID	Gunshot	Unknown	June 17, 2011	2011	
37.	Male	European-American/White	CA	Gunshot	Justified	June 18, 2011	2011	
22.	Male	Unknown race	NV	Gunshot	Suicide	June 2, 2011	2011	
31.	Male	Unknown race	NY	Gunshot	Unreported	March 1, 2011	2011	
29.	Male	Unknown race	NH	Gunshot	Justified	March 1, 2011	2011	
22.	Male		AZ	Gunshot	Justified	March 10, 2011	2011	
33.	Male	European-American/White	WA	Gunhsot	Justified	June 20, 2011	2011	
40.	Male	European-American/White	NY	Gunshot	Justified/accidental	March 12, 2011	2011	
21.	Male	European-American/White	NY	Gunshot	Unreported	March 12, 2011	2011	
17.	Female	African-American/Black	MI	Gunshot	Justified	March 14, 2011	2011	
26.	Male	Unknown race	NY	Beaten	Unreported	March 18, 2011	2011	
21.	Male	Unknown race	MA	Gunshot	Unreported	March 19, 2011	2011	
48.	Male	Unknown race	NY	Gunshot	Unreported	March 20, 2011	2011	
19.	Male	Hispanic/Latino	AZ	Gunshot	Justified	March 21, 2011	2011	
28.	Male	African-American/Black	NY	Gunshot	Justified	March 26, 2011	2011	
39.	Female	European-American/White	ME	Gunshot	Justified	March 27, 2011	2011	
63.	Male	Pacific Islander	CA	Gunshot	Unreported	April 24, 2011	2011	
31.	Male	African-American/Black	NJ	Gunshot	Justified	April 25, 2011	2011	
67.	Male	Unknown race	WA	Tasered	Unreported	March 31, 2011	2011	
17.	Male	Unknown race	NY	Gunshot	Justified	March 31, 2011	2011	
18.	Male	African-American/Black	DC	Gunshot	Unreported	April 26, 2011	2011	
54.	Male	Hispanic/Latino	CA	Gunshot	Justified	March 7, 2011	2011	
31.	Male	Unknown race	WA	Gunshot	Justified	March 8, 2011	2011	
37.	Male	African-American/Black	NY	Medical emergency	Unreported	March 8, 2011	2011	
23.	Male	Hispanic/Latino	NV	Gunshot	Justified	March 8, 2011	2011	
77.	Male	European-American/White	NY	Gunshot	Excusable	March 8, 2011	2011	
22.	Male	European-American/White	SC	Gunshot	Unreported	April 27, 2011	2011	
26.	Male	African-American/Black	CT	Taser	Justified	May 1, 2011	2011	
43	Male	European-American/White	CA	Tasered	Justified	May 10, 2011	2011	
22	Male	Hispanic/Latino	NM	Gunshot	Justified	May 10, 2011	2011	
46	Male	African-American/Black	CA	Gunshot	Justified	May 10, 2011	2011	
25.	Male	Unknown race	OH	Gunshot	Unreported	May 11, 2011	2011	
35.	Male	Unknown race	NY	Gunshot	Justified	May 11, 2011	2011	
34.	Male	Unknown race	FL	Gunshot	Unreported	May 13, 2011	2011	
40.	Male	European-American/White	SC	Gunshot	Unreported	May 16, 2011	2011	
30.	Male	African-American/Black	CA	Gunshot	Justified	May 18, 2011	2011	
23.	Male	African-American/Black	CA	Gunshot	Justified	May 18, 2011	2011	
47.	Female	European-American/White	NH	Gunshot	Justified	May 19, 2011	2011	
33.	Male	Unknown race	CT	Gunshot	Justified	May 19, 2011	2011	
54.	Male	African-American/Black	SC	Gunshot	Criminal	May 2, 2011	2011	
34.	Male	Native American/Alaskan	CO	Gunshot	Unreported	May 22, 2011	2011	
65.	Male	Hispanic/Latino	CA	Beaten	Excusable	May 25, 2011	2011	
48.	Male	Mixed	NV	Gunshot	Justified	April 4, 2011	2011	
35.	Male	Hispanic/Latino	NV	Gunshot	Justified	May 27, 2011	2011	
22.	Male	African-American/Black	FL	Gunshot	justified	May 30, 2011	2011	
20	Male	African-American/Black	TX	Gunshot	Justified	May 30, 2011	2011	
38.	Male	African-American/Black	MD	Gunshot	Justified	April 7, 2011	2011	
46.	Male	European-American/White	OK	Gunshot	Justified	May 4, 2011	2011	
19.	Male	Hispanic/Latino	TX	Gunshot	Justified	May 4, 2011	2011	
55.	Male	European-American/White	NY	Gunshot	Unreported	May 5, 2011	2011	
26.	Male	Hispanic/Latino	AZ	Gunshot	Unknown	May 5, 2011	2011	
40.	Male	European-American/White	NY	Tasered	Unreported	May 6, 2011	2011	
50.	Male	European-American/White	NH	Gunshot	Justified	May 7, 2011	2011	
32	Male	African-American/Black	OH	Gunshot	Justified	April 8, 2011	2011	
42.	Female	Unknown race	OR	Gunshot	Justified	May 9, 2011	2011	
26.	Male	Hispanic/Latino	CA	Gunshot	Unreported	November 1, 2011	2011	
20.	Male	Hispanic/Latino	CA	Gunshot	Unreported	November 1, 2011	2011	
39.	Male	European-American/White	CA	Gunshot	Unknown	August 1, 2011	2011	
46.	Male	Unknown race	ME	Gunshot	Justified	November 10, 2011	2011	
65	Male	Unknown race	GA	Gunshot	Unknown	November 10, 2011	2011	
60.	Male	Unknown race	OR	Gunshot	Unreported	August 1, 2011	2011	
46	Male	Unknown race	ID	Gunshot	Justified	November 12, 2011	2011	
51.	Male	Unknown race	CT	Taser	Justified	November 13, 2011	2011	
32.	Male	European-American/White	CA	Gunshot	Suicide	November 15, 2011	2011	
60	Male	Unknown race	CA	Gunshot	Justified	November 16, 2011	2011	
52.	Male	Unknown race	VT	Gunshot	Justified	November 17, 2011	2011	
54	Male	Unknown race	GA	Gunshot	Justified	November 17, 2011	2011	
28.	Male	European-American/White	ME	Gunshot	Justified	November 19, 2011	2011	
68.	Male	African-American/Black	NY	Gunshot	Unknown	November 19, 2011	2011	
18.	Male	African-American/Black	KY	Gunshot	Justified	November 19, 2011	2011	
37.	Male	African-American/Black	NV	Gunshot	Justified	November 21, 2011	2011	
61.	Male	African-American/Black	NC	Taser	Unreported	November 22, 2011	2011	
52.	Male	Unknown race	MD	Gunshot	Unreported	November 23, 2011	2011	
32.	Female	African-American/Black	FL	Gunshot	Unreported	August 12, 2011	2011	
18.	Male	African-American/Black	OH	Gunshot	Justified	August 12, 2011	2011	
32.	Male	Unknown race	NY	Gunshot	Justified	August 12, 2011	2011	
40	Female	African-American/Black	GA	Gunshot	Unknown	November 28, 2011	2011	
39.	Male	Unknown race	NY	Asphyxiated	Unreported	November 28, 2011	2011	
16	Male	African-American/Black	MO	Gunshot	Justified	December 6, 2011	2011	
46.	Male	Unknown race	ME	Gunshot	Unknown	November 29, 2011	2011	
77.	Male	European-American/White	NV	Gunshot	Unknown	December 7, 2011	2011	
87.	Male	African-American/Black	NY	Vehicle	Unreported	November 4, 2011	2011	
26.	Male	European-American/White	CT	Gunshot	Justified	February 1, 2011	2011	
33.	Male	Unknown race	FL	Gunshot	Unreported	February 1, 2011	2011	
23.	Male	European-American/White, Pacific Islander, Mixed	HI	Gunshot	mistrial, then acquitted	November 5, 2011	2011	
28.	Male	Unknown race	FL	Gunshot	Unreported	February 1, 2011	2011	
18.	Male	African-American/Black	MA	Gunshot	Justified	November 6, 2011	2011	
19.	Male	African-American/Black	NC	Gunshot	Justified	February 10, 2011	2011	
28.	Male	Unknown race	FL	Gunshot	Justified	February 10, 2011	2011	
21.	Male	African-American/Black	DC	Gunshot	Unreported	February 13, 2011	2011	
24.	Male	Unknown race	IL	Vehicle	Justified	October 10, 2011	2011	
19.	Male	Unknown race	DC	Gunshot	Unreported	February 13, 2011	2011	
34.	Male	European-American/White	WY	Gunshot	Justified	October 11, 2011	2011	
32.	Male	European-American/White	TX	Gunshot	Justified	February 14, 2011	2011	
46.	Female	Unknown race	WA	Gunshot	Justified	February 14, 2011	2011	
58.	Male	Unknown race	OR	Gunshot	Justified	October 12, 2011	2011	
32.	Male	European-American/White	MI	Gunshot	Unreported	October 13, 2011	2011	
50.	Male	European-American/White	OR	Medical emergency	Unreported	October 13, 2011	2011	
35.	Male	European-American/White	MT	Gunshot	Justified	October 13, 2011	2011	
36.	Male	European-American/White	MI	Gunshot	Unreported	October 13, 2011	2011	
31	Male	African-American/Black	GA	Gunshot	Justified	October 15, 2011	2011	
39.	Male	European-American/White	NJ	Gunshot	Justified	October 15, 2011	2011	
24.	Male	Hispanic/Latino	AZ	Gunshot	Unreported	October 15, 2011	2011	
49.	Male	European-American/White	NV	Gunshot	Justified	February 15, 2011	2011	
26	Male	African-American/Black	PA	Gunshot	Unknown	October 17, 2011	2011	
23.	Male	Hispanic/Latino	CA	Gunshot	Justified	August 16, 2011	2011	
24.	Male	Hispanic/Latino	CO	Gunshot	Justified	October 18, 2011	2011	
29.	Male	European-American/White	FL	Gunshot	Justified	February 17, 2011	2011	
51	Female	African-American/Black	GA	Vehicle	Kristina Hambie was charged Oct. 4 with several counts of vehicular homicide, reckless driving and oath of a public officer	February 19, 2011	2011	
38	Male	Unknown race	MD	Gunshot	Justified	October 19, 2011	2011	
56	Female	African-American/Black	GA	Vehicle	Kristina Hambie was charged Oct. 4 with several counts of vehicular homicide, reckless driving and oath of a public officer	February 19, 2011	2011	
26.	Male	African-American/Black	MD	Gunshot	Unknown	February 19, 2011	2011	
57.	Female	Unknown race	NY	Gunshot	Unreported	October 2, 2011	2011	
21.	Male	Hispanic/Latino	MA	Gunshot	Justified	February 22, 2011	2011	
21.	Male	Hispanic/Latino	NV	Gunshot	Justified	February 23, 2011	2011	
30.	Male	Unknown race	WA	Gunshot	Justified	February 27, 2011	2011	
32.	Male	Unknown race	CA	Medical emergency	Unreported	October 22, 2011	2011	
21.	Male	Unknown race	NH	Gunshot	Unknown	October 22, 2011	2011	
32	Male	Hispanic/Latino	CA	Gunshot	Justified	October 22, 2011	2011	
40	Female	European-American/White	ID	Gunshot	Justified	February 7, 2011	2011	
39	Male	Unknown race	GA	Gunshot	Unknown	February 8, 2011	2011	
29	Male	European-American/White	NM	Gunshot	The City of Albuquerque agreed to pay $300,000 to settle a federal civil rights and wrongful death lawsuit brought by Mitschelen遯ｶ蜀ｱ family.	February 9, 2011	2011	
32.	Male	Hispanic/Latino	NV	Gunshot	Justified	January 1, 2011	2011	
22.	Male	Native American/Alaskan	SD	Gunshot	Justified	August 2, 2011	2011	
41.	Male	Unknown race	TN	Gunshot	Unreported	January 11, 2011	2011	
43.	Male	Hispanic/Latino	AZ	Gunshot	Justified	January 14, 2011	2011	
25.	Male	African-American/Black	CA	Gunshot	Justified	January 14, 2011	2011	
22.	Male	European-American/White	ME	Gunshot	Justified	January 15, 2011	2011	
26.	male	European-American/White	WA	Gunshot	Unknown	January 16, 2011	2011	
16.	Male	African-American/Black	OH	Gunshot	Justified	August 20, 2011	2011	
67.	Male	European-American/White	OR	Gunshot	justified	January 2, 2011	2011	
30.	Male	Mixed	CA	Gunshot	Justified	January 29, 2011	2011	
52.	Male	European-American/White	MD	Gunshot	Unreported	October 3, 2011	2011	
32	Female	African-American/Black	GA	Vehicle	Unknown	January 22, 2011	2011	
39.	Male	African-American/Black	KY	Gunshot	Justified	January 22, 2011	2011	
20.	Male	African-American/Black	CA	Gunshot	Justified	January 22, 2011	2011	
32.	Male	European-American/White	NY	Tasered	Unreported	October 31, 2011	2011	
28.	Male	African-American/Black	KS	Gunshot	Justified	October 31, 2011	2011	
42.	Male	Unknown race	MI	Gunshot	Unreported	January 24, 2011	2011	
39.	Male	African-American/Black	FL	Gunshot	Justified	January 24, 2011	2011	
34.	Male	European-American/White	NM	Gunshot	Justified	October 5, 2011	2011	
47.	Male	Hispanic/Latino	CA	gunshot	Unknown	October 9, 2011	2011	
19.	Male	Mixed	CA	Gunshot	Justified	January 26, 2011	2011	
24	Female	European-American/White	GA	Gunshot	Unknown	September 1, 2011	2011	
43	Male	Unknown race	CA	Gunshot	Justified	January 30, 2011	2011	
22.	Male	Unknown race	NY	Vehicle	Unreported	September 13, 2011	2011	
61.	Male	European-American/White	AL	Gunshot	Unreported	September 13, 2011	2011	
50.	Male	Unknown race	OR	Gunshot	Justified	January 31, 2011	2011	
22.	Male	African-American/Black	NY	Vehicle	Criminal	September 14, 2011	2011	
27.	Male	European-American/White	MI	Tasered	Unreported	September 16, 2011	2011	
31.	Male	Hispanic/Latino	CA	Fire	Criminal	January 5, 2011	2011	
68.	Male	African-American/Black	MA	Gunshot	Excusable	January 5, 2011	2011	
50.	Male	Unknown race	GA	Gunshot	Unknown	September 18, 2011	2011	
20.	Female	European-American/White	FL	Tasered	Justified	September 19, 2011	2011	
30.	Male	European-American/White	ID	Medical emergency	Unreported	July 10, 2011	2011	
